rollout/ep_rew_mean,time/total_timesteps,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,rollout/ep_len_mean
3.08691397,88220,0.01,8089,10,17180,4.76
3.0344872799999996,88232,0.01,8090,10,17184,4.68
3.0364854399999994,88247,0.01,8092,10,17188,4.69
3.09381565,88270,0.01,8094,10,17192,4.76
3.0179211599999998,88286,0.01,8095,10,17196,4.65
3.0647621800000002,88302,0.01,8097,10,17200,4.69
3.0850772,88320,0.01,8099,10,17204,4.71
3.06767565,88343,0.01,8101,10,17208,4.72
3.1478367000000005,88369,0.01,8103,10,17212,4.84
3.1596611900000005,88386,0.01,8105,10,17216,4.85
3.1537435200000004,88414,0.01,8107,10,17220,4.84
3.1971441599999997,88430,0.01,8109,10,17224,4.9
3.2309229399999997,88449,0.01,8110,10,17228,4.95
3.1809384199999995,88461,0.01,8111,10,17232,4.89
3.1013735699999994,88477,0.01,8113,10,17236,4.78
3.0700807899999996,88491,0.01,8114,10,17240,4.73
3.09466927,88513,0.01,8116,10,17244,4.78
3.15309625,88532,0.01,8118,10,17248,4.85
3.18464829,88550,0.01,8120,10,17252,4.88
3.2204577199999993,88572,0.01,8122,10,17256,4.92
3.1411398799999994,88592,0.01,8123,10,17260,4.82
3.170523539999999,88610,0.01,8125,10,17264,4.85
3.0391985300000006,88634,0.01,8127,10,17268,4.65
3.0445125700000006,88653,0.01,8129,10,17272,4.66
2.9968788199999996,88669,0.01,8130,10,17276,4.6
3.0235489800000006,88684,0.01,8132,10,17280,4.64
3.0563475400000004,88701,0.01,8133,10,17284,4.69
3.10058094,88722,0.01,8135,10,17288,4.75
3.0621031299999997,88740,0.01,8137,10,17292,4.7
3.0670320999999996,88758,0.01,8139,10,17296,4.72
3.0525812699999992,88773,0.01,8140,10,17300,4.71
3.09680613,88798,0.01,8142,10,17304,4.78
3.0672010899999997,88815,0.01,8144,10,17308,4.72
3.209009119999999,88859,0.01,8148,10,17312,4.9
3.1833395799999993,88872,0.01,8149,10,17316,4.86
3.0928662199999994,88889,0.01,8151,10,17320,4.75
3.09171357,88905,0.01,8152,10,17324,4.75
3.14329039,88931,0.01,8154,10,17328,4.82
3.23732104,88955,0.01,8157,10,17332,4.94
3.2721967599999986,88974,0.01,8158,10,17336,4.97
3.3411147,88995,0.01,8160,10,17340,5.04
3.3531300999999996,89019,0.01,8162,10,17344,5.06
3.2998481699999997,89031,0.01,8164,10,17348,4.99
3.29133042,89049,0.01,8165,10,17352,4.99
3.3006347600000003,89071,0.01,8167,10,17356,4.99
3.24989952,89083,0.01,8168,10,17360,4.91
3.336741559999999,89112,0.01,8171,10,17364,5.02
3.23824387,89126,0.01,8172,10,17368,4.92
3.1791940800000003,89138,0.01,8173,10,17372,4.85
3.1730516300000007,89154,0.01,8175,10,17376,4.85
3.3003631799999993,89186,0.01,8178,10,17380,5.02
3.3532985599999994,89210,0.01,8180,10,17384,5.09
3.3545340599999998,89231,0.01,8182,10,17388,5.09
3.35902567,89249,0.01,8184,10,17392,5.09
